"Effect.Measure.v.descriptive","PMID","First.Author","Published","Year.Published","Include.area","Study.Funding.source.s.","Possible.Conflict.of.interest.for.study.authors","Study.purpose","Study.type","Vaccine.type","Vaccine.strategy","Number.doses.MVA.BN","Subcutaneous.or.intradermal.MVA.BN","Intervention.status","Dates.of.Outbreak","Country.of.outbreak","Population.description","Inclusion.Criteria","Exclusion.Criteria","Total.cohort.size.or.close.contact.pool","Case.report.forms.Complete.information..n.","Total.Cases.in.case.control","Total.control.in.case.control","loss.to.follow.up","Total.number.vaccinated.people","Historic.smallpox","PEP.or...14.days.after.1.dose","..1.dose.MVA.BN.vaccine.or.partially.vaccinated","..2.dose.MVA.BN.vaccine.or.fully.vaccinated","Subcutaneous","Intradermal","heterologous","Total.number.unvaccinated.people","unknown.vaccine.status","Episodes.outbreaks","Total.mpox.Cases","Total.vaccinated.mpox.cases","Total.vaccinated.mpox.historic.1st.gen.cases","Total.vaccinated.mpox.historic.2nd.gen.cases","Total.vaccinated.mpox.PEP.cases","Total.vaccinated.mpox.non.PEP.1.dose.cases","Total.vaccinated.mpox.2.dose","Total.unvaccinated.mpox.cases","Total.vaccinated.mpox.controls","Total.unvaccinated.mpox.controls","Notes.N","Measure..HR..IRR..RR..cumulative.incidence..attack.rate.etc.","..95..CI...67","Effect.measure","Dose","Adjusted","VE.type","Sensitivity","VE.outcome","Lower.CI","Upper.CI","Central.Effect.Estimate.reported","Effect.Est.lower.95.CI","Effect.Est.upper.95.CI","Regression.Coefficient","Regression.Coefficient.lower.95..CI","Regression.Coefficient.upper.95..CI","Vaccinated.secondary.cases","Unvaccinated.secondary.cases","Vaccinated.Contacts","Unvaccinated.Contacts","Vaccinated.or.cases.event","n.vaccinated.or.cases","unvaccinated..or.controls.event","n.unvaccinated.or.controls","unknown.or.missing.event.vaccinated","unknown.or.missing.total.n","Person.days.vaccinated","events.vaccinated","Person.days.unvaccinated","events.unvaccinated","crude.VE","..95..CI...97","Mean.vaccinated","sd.vaccinated","Mean.unvaccinated","sd.unvaccinated","Median.vaccinated","Lower.IQR.vaccinated","Upper.IQR.vaccinated","Median.unvaccinated","Lower.IQR.unvaccinated","Upper.IQR.unvaccinated","Controlled.for","Timing.of.measure","Cohort.Age...median.or.description.","Cohort.IQR.Age.lower","Cohort.IQR.Age.higher","Cohort.age.mean","Cohort.age.sd","Cohort.vaccinated.age.median","Cohort.unvaccinated.age.median","Cohort.unvaccinated.age.IQR","Cohort.unvaccinated.age.mean","Cohort.unvaccinated.age.sd","Cohort.age.unvaccinated..median","Cohort.age.unvaccinated.IQR","Cohort.age.vaccinated..mean","Cohort.age.vaccinated.sd","Monkeypox.cases.Age...median.","Monkeypox.cases.IQR.Age.lower","Monkeypox.cases.IQR.Age.higher","Monkeypox.controls.Age...median.","Monkeypox.controls.IQR.Age.lower","Monkeypox.controls.IQR.Age.higher","Cohort.cis.male.n","vaccinated..Male.n","unvaccinated..Male.n","cohort.MSM.n","vaccinated..MSM.n","unvaccinated.MSM.n","Monkeypox.cases.vaccinated.MSM.n","Monkeypox.cases.unvaccinated.MSM.n","Monkeypox.cases.vaccinated.non.MSM.n","Monkeypox.cases.unvaccinated.non.MSM.n","n.Non.Hispanic.White","Hispanic.Latino.n","Black.n....presumed","n.Known.HIV.status","n.HIV.positive","n.HIV.positive.vaccinated","n.HIV.positive.unvaccinated","n.CD4..200","n.VL...200","n.VL..50","n.PrEP.users","n.PrEP.users.vaccinated","n.PrEP.users.unvaccinated","n.Known.Hospital.status","n.Hospitalized","n.Hospitalized.vaccinated","n.Hospitalized.unvaccinated","n.not.hospitalized.vaccinated","n.not.hospitalized.unvaccinated","Limitations","...682","Internal.notes.for.coding"
"67","36580416","Farrar","MMWR",2022,"Severity","CDC","not noted","To assess differences in illness among vaccinated and unvaccinated persons with mpox","Cross Sectional","MVA-BN","PEP, vaccination prior to exposure","1","Subcutaneous and intradermal",NA,"May 22 - Sept 3 2022","USA","US population at risk for mpox"," Probable and confirmed mpox cases among persons with illness onset during May 22–September 3, 2022, in the 29 jurisdictions, vaccination >= 14 days before illness onset","1) No vaccination date or vaccination status available 2) receipt of vaccine before may 2022, 3) illness <= 13 days after vaccine dose","6605",6605,NA,NA,NA,276,NA,NA,NA,NA,NA,NA,NA,6329,NA,"1","6605","276",NA,NA,NA,NA,NA,"6329",NA,NA,NA,"OR",95,"VE","1","N","MVA-BN Rash Legs","N","0.79","0.65999999999999992","0.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,160,"1628",4140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,">=14 days after MVA-BN vaccine","36 vaccinated, 34 unvaccinated",NA,NA,NA,NA,NA,"34",NA,"35.299999999999997",NA,"36.9",NA,"36.9",NA,NA,NA,NA,NA,NA,NA,"6203, (402 missing)","259",5710,NA,NA,NA,NA,NA,NA,NA,NA,"64 vaccinated, 1,880 unvaccinated, 177 missing","33 vaccinated, 1,901 unvaccinated, 199 missing",NA,NA,"19/78, 137 unknown","1074/2585, 3,099 unknown",NA,NA,NA,NA,NA,NA,"3237","2/95 vaccinated, 237.3,142 unvaccinated",NA,NA,NA,NA,NA,NA,NA
"68","36580416","Farrar","MMWR",2022,"Severity","CDC","not noted","To assess differences in illness among vaccinated and unvaccinated persons with mpox","Cross Sectional","MVA-BN","PEP, vaccination prior to exposure","1","Subcutaneous and intradermal",NA,"May 22 - Sept 3 2022","USA","US population at risk for mpox"," Probable and confirmed mpox cases among persons with illness onset during May 22–September 3, 2022, in the 29 jurisdictions, vaccination >= 14 days before illness onset","1) No vaccination date or vaccination status available 2) receipt of vaccine before may 2022, 3) illness <= 13 days after vaccine dose","6605",6605,NA,NA,NA,276,NA,NA,NA,NA,NA,NA,NA,6329,NA,"1","6605","276",NA,NA,NA,NA,NA,"6329",NA,NA,NA,"OR",95,"VE","1","N","MVA-BN Rash Neck","N","0.79","0.48","0.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,160,"545",4140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,">=14 days after MVA-BN vaccine","36 vaccinated, 34 unvaccinated",NA,NA,NA,NA,NA,"34",NA,"35.299999999999997",NA,"36.9",NA,"36.9",NA,NA,NA,NA,NA,NA,NA,"6203, (402 missing)","259",5710,NA,NA,NA,NA,NA,NA,NA,NA,"64 vaccinated, 1,880 unvaccinated, 177 missing","33 vaccinated, 1,901 unvaccinated, 199 missing",NA,NA,"19/78, 137 unknown","1074/2585, 3,099 unknown",NA,NA,NA,NA,NA,NA,"3237","2/95 vaccinated, 237.3,142 unvaccinated",NA,NA,NA,NA,NA,NA,NA
"69","36580416","Farrar","MMWR",2022,"Severity","CDC","not noted","To assess differences in illness among vaccinated and unvaccinated persons with mpox","Cross Sectional","MVA-BN","PEP, vaccination prior to exposure","1","Subcutaneous and intradermal",NA,"May 22 - Sept 3 2022","USA","US population at risk for mpox"," Probable and confirmed mpox cases among persons with illness onset during May 22–September 3, 2022, in the 29 jurisdictions, vaccination >= 14 days before illness onset","1) No vaccination date or vaccination status available 2) receipt of vaccine before may 2022, 3) illness <= 13 days after vaccine dose","6605",6605,NA,NA,NA,276,NA,NA,NA,NA,NA,NA,NA,6329,NA,"1","6605","276",NA,NA,NA,NA,NA,"6329",NA,NA,NA,"OR",95,"VE","1","N","MVA-BN Rash Perianal","N","0.14000000000000001","-0.18699186991869921","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,160,"1212",4140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,">=14 days after MVA-BN vaccine","36 vaccinated, 34 unvaccinated",NA,NA,NA,NA,NA,"34",NA,"35.299999999999997",NA,"36.9",NA,"36.9",NA,NA,NA,NA,NA,NA,NA,"6203, (402 missing)","259",5710,NA,NA,NA,NA,NA,NA,NA,NA,"64 vaccinated, 1,880 unvaccinated, 177 missing","33 vaccinated, 1,901 unvaccinated, 199 missing",NA,NA,"19/78, 137 unknown","1074/2585, 3,099 unknown",NA,NA,NA,NA,NA,NA,"3237","2/95 vaccinated, 237.3,142 unvaccinated",NA,NA,NA,NA,NA,NA,NA
"70","36580416","Farrar","MMWR",2022,"Severity","CDC","not noted","To assess differences in illness among vaccinated and unvaccinated persons with mpox","Cross Sectional","MVA-BN","PEP, vaccination prior to exposure","1","Subcutaneous and intradermal",NA,"May 22 - Sept 3 2022","USA","US population at risk for mpox"," Probable and confirmed mpox cases among persons with illness onset during May 22–September 3, 2022, in the 29 jurisdictions, vaccination >= 14 days before illness onset","1) No vaccination date or vaccination status available 2) receipt of vaccine before may 2022, 3) illness <= 13 days after vaccine dose","6605",6605,NA,NA,NA,276,NA,NA,NA,NA,NA,NA,NA,6329,NA,"1","6605","276",NA,NA,NA,NA,NA,"6329",NA,NA,NA,"OR",95,"VE","1","N","MVA-BN Rash Perianal","N","0.95","0.99","0.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,160,"445",4140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,">=14 days after MVA-BN vaccine","36 vaccinated, 34 unvaccinated",NA,NA,NA,NA,NA,"34",NA,"35.299999999999997",NA,"36.9",NA,"36.9",NA,NA,NA,NA,NA,NA,NA,"6203, (402 missing)","259",5710,NA,NA,NA,NA,NA,NA,NA,NA,"64 vaccinated, 1,880 unvaccinated, 177 missing","33 vaccinated, 1,901 unvaccinated, 199 missing",NA,NA,"19/78, 137 unknown","1074/2585, 3,099 unknown",NA,NA,NA,NA,NA,NA,"3237","2/95 vaccinated, 237.3,142 unvaccinated",NA,NA,NA,NA,NA,NA,NA
"71","36580416","Farrar","MMWR",2022,"Severity","CDC","not noted","To assess differences in illness among vaccinated and unvaccinated persons with mpox","Cross Sectional","MVA-BN","PEP, vaccination prior to exposure","1","Subcutaneous and intradermal",NA,"May 22 - Sept 3 2022","USA","US population at risk for mpox"," Probable and confirmed mpox cases among persons with illness onset during May 22–September 3, 2022, in the 29 jurisdictions, vaccination >= 14 days before illness onset","1) No vaccination date or vaccination status available 2) receipt of vaccine before may 2022, 3) illness <= 13 days after vaccine dose","6605",6605,NA,NA,NA,276,NA,NA,NA,NA,NA,NA,NA,6329,NA,"1","6605","276",NA,NA,NA,NA,NA,"6329",NA,NA,NA,"OR",95,"VE","1","N","MVA-BN Rash Trunk","N","0.78","0.64","0.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,160,"1521",4140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,">=14 days after MVA-BN vaccine","36 vaccinated, 34 unvaccinated",NA,NA,NA,NA,NA,"34",NA,"35.299999999999997",NA,"36.9",NA,"36.9",NA,NA,NA,NA,NA,NA,NA,"6203, (402 missing)","259",5710,NA,NA,NA,NA,NA,NA,NA,NA,"64 vaccinated, 1,880 unvaccinated, 177 missing","33 vaccinated, 1,901 unvaccinated, 199 missing",NA,NA,"19/78, 137 unknown","1074/2585, 3,099 unknown",NA,NA,NA,NA,NA,NA,"3237","2/95 vaccinated, 237.3,142 unvaccinated",NA,NA,NA,NA,NA,NA,NA
"72","36580416","Farrar","MMWR",2022,"Severity","CDC","not noted","To assess differences in illness among vaccinated and unvaccinated persons with mpox","Cross Sectional","MVA-BN","PEP, vaccination prior to exposure","1","Subcutaneous and intradermal",NA,"May 22 - Sept 3 2022","USA","US population at risk for mpox"," Probable and confirmed mpox cases among persons with illness onset during May 22–September 3, 2022, in the 29 jurisdictions, vaccination >= 14 days before illness onset","1) No vaccination date or vaccination status available 2) receipt of vaccine before may 2022, 3) illness <= 13 days after vaccine dose","6605",6605,NA,NA,NA,276,NA,NA,NA,NA,NA,NA,NA,6329,NA,"1","6605","276",NA,NA,NA,NA,NA,"6329",NA,NA,NA,"OR",95,"VE","1","N","MVA-BN Rash Other","N","-0.17355371900826444","-0.39759036144578308","0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,160,"1574",4140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,">=14 days after MVA-BN vaccine","36 vaccinated, 34 unvaccinated",NA,NA,NA,NA,NA,"34",NA,"35.299999999999997",NA,"36.9",NA,"36.9",NA,NA,NA,NA,NA,NA,NA,"6203, (402 missing)","259",5710,NA,NA,NA,NA,NA,NA,NA,NA,"64 vaccinated, 1,880 unvaccinated, 177 missing","33 vaccinated, 1,901 unvaccinated, 199 missing",NA,NA,"19/78, 137 unknown","1074/2585, 3,099 unknown",NA,NA,NA,NA,NA,NA,"3237","2/95 vaccinated, 237.3,142 unvaccinated",NA,NA,NA,NA,NA,NA,NA
"73","36580416","Farrar","MMWR",2022,"Severity","CDC","not noted","To assess differences in illness among vaccinated and unvaccinated persons with mpox","Cross Sectional","MVA-BN","PEP, vaccination prior to exposure","1","Subcutaneous and intradermal",NA,"May 22 - Sept 3 2022","USA","US population at risk for mpox"," Probable and confirmed mpox cases among persons with illness onset during May 22–September 3, 2022, in the 29 jurisdictions, vaccination >= 14 days before illness onset","1) No vaccination date or vaccination status available 2) receipt of vaccine before may 2022, 3) illness <= 13 days after vaccine dose","6605",6605,NA,NA,NA,276,NA,NA,NA,NA,NA,NA,NA,6329,NA,"1","6605","276",NA,NA,NA,NA,NA,"6329",NA,NA,NA,"OR",95,"VE","1","N","MVA-BN hospitalized","N","0.71647989999999995","9.9607200000000007E-2","0.95662431000000003","0.2835201","4.3375690000000001E-2","0.90039279999999999",NA,NA,NA,NA,NA,NA,NA,2,95,"237",3142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,">=14 days after MVA-BN vaccine","36 vaccinated, 34 unvaccinated",NA,NA,NA,NA,NA,"34",NA,"35.299999999999997",NA,"36.9",NA,"36.9",NA,NA,NA,NA,NA,NA,NA,"6203, (402 missing)","259",5710,NA,NA,NA,NA,NA,NA,NA,NA,"64 vaccinated, 1,880 unvaccinated, 177 missing","33 vaccinated, 1,901 unvaccinated, 199 missing",NA,NA,"19/78, 137 unknown","1074/2585, 3,099 unknown",NA,NA,NA,NA,NA,NA,"3237","2/95 vaccinated, 237.3,142 unvaccinated",NA,NA,NA,NA,NA,NA,NA
"Descriptive","36580416","Farrar","MMWR",2022,"Severity","CDC","not noted","To assess differences in illness among vaccinated and unvaccinated persons with mpox","Cross Sectional","MVA-BN","PEP, vaccination prior to exposure","1","Subcutaneous and intradermal",NA,"May 22 - Sept 3 2022","USA","US population at risk for mpox"," Probable and confirmed mpox cases among persons with illness onset during May 22–September 3, 2022, in the 29 jurisdictions, vaccination >= 14 days before illness onset","1) No vaccination date or vaccination status available 2) receipt of vaccine before may 2022, 3) illness <= 13 days after vaccine dose","6605",6605,NA,NA,NA,276,NA,NA,NA,NA,NA,NA,NA,6329,NA,"1","6605","276",NA,NA,NA,NA,NA,"6329",NA,NA,NA,"OR",95,"VE","1","N","MVA-BN Rash location (n)","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,4140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,2,5,NA,">=14 days after MVA-BN vaccine","36 vaccinated, 34 unvaccinated",NA,NA,NA,NA,NA,"34",NA,"35.299999999999997",NA,"36.9",NA,"36.9",NA,NA,NA,NA,NA,NA,NA,"6203, (402 missing)","259",5710,NA,NA,NA,NA,NA,NA,NA,NA,"64 vaccinated, 1,880 unvaccinated, 177 missing","33 vaccinated, 1,901 unvaccinated, 199 missing",NA,NA,"19/78, 137 unknown","1074/2585, 3,099 unknown",NA,NA,NA,NA,NA,NA,"3237","2/95 vaccinated, 237.3,142 unvaccinated",NA,NA,NA,NA,NA,NA,NA
"77","36874154","Hens","New Microbes Infection",2023,"Severity","Research Foundation Flanders","none stated","Describe characteristics of mpox cases in Belgian sexual health clinic","case-control","Historic smallpox vaccine, MVA-BN","PEP, vaccination prior to exposure",NA,"Subcutaneous","standardized electronic form","May 23-Sept 20, 2022","Belgium","patients of sexual health clinic seeking care for mpox","positive in-house PCR testing for cases, negative testing for controls","not stated","155",155,NA,NA,NA,40,33,5,2,NA,NA,NA,NA,136,25,"1","155","28",25,NA,1,2,NA,"102",NA,NA,"of unvaccinated mpox cases, 25 unknown vaccine status,  (25 historic, 1 PEP, 2 PrEP)","multivariable Beta",95,"VE","1","Y","Smallpox Childhood - CT PCR anorectal swab","N","3.0000000000000027E-2","-0.16666666666666663","0.21999999999999997","0.97","0.78","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39 39 (IQR 33-46) mpox positive, 37 ( 31.0-46) mpox negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","33",46,NA,NA,NA,"204 (99%)",NA,NA,"187 (90.8%), 144 (92.9%) mpox positive, 84.3% mpox negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 ( 34.2%) mpox positive, 13 (25.5%)  mpox negative, 10 unknown in mpox positive, 5 unknown mpox negative,",NA,NA,NA,NA,NA,"of 93 negative mpox cases, 22 not using PrEP, 63 using PrEP, 8 unknown; of 33 HIV negative mpox negative, 9 not using PrEP, 21 using PrEP, 3 unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","36874154","Hens","New Microbes Infection",2023,"Severity","Research Foundation Flanders","none stated","Describe characteristics of mpox cases in Belgian sexual health clinic","case-control","Historic smallpox vaccine, MVA-BN","PEP, vaccination prior to exposure",NA,"Subcutaneous","standardized electronic form","May 23-Sept 20, 2022","Belgium","patients of sexual health clinic seeking care for mpox","positive in-house PCR testing for cases, negative testing for controls","not stated","155",155,NA,NA,NA,40,33,5,2,NA,NA,NA,NA,136,25,"1","155","28",25,NA,1,2,NA,"102",NA,NA,"of unvaccinated mpox cases, 25 unknown vaccine status,  (25 historic, 1 PEP, 2 PrEP)","OR",95,"VE","1","Y","Smallpox Childhood - Severe","N","-0.26470588235294124","-0.83686786296900495","0.49","1.36","0.51","6.13",NA,NA,NA,NA,NA,NA,NA,7,25,"23",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39 39 (IQR 33-46) mpox positive, 37 ( 31.0-46) mpox negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","33",46,NA,NA,NA,"204 (99%)",NA,NA,"187 (90.8%), 144 (92.9%) mpox positive, 84.3% mpox negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 ( 34.2%) mpox positive, 13 (25.5%)  mpox negative, 10 unknown in mpox positive, 5 unknown mpox negative,",NA,NA,NA,NA,NA,"of 93 negative mpox cases, 22 not using PrEP, 63 using PrEP, 8 unknown; of 33 HIV negative mpox negative, 9 not using PrEP, 21 using PrEP, 3 unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","36874154","Hens","New Microbes Infection",2023,"Severity","Research Foundation Flanders","none stated","Describe characteristics of mpox cases in Belgian sexual health clinic","case-control","Historic smallpox vaccine, MVA-BN","PEP, vaccination prior to exposure",NA,"Subcutaneous","standardized electronic form","May 23-Sept 20, 2022","Belgium","patients of sexual health clinic seeking care for mpox","positive in-house PCR testing for cases, negative testing for controls","not stated","155",155,NA,NA,NA,40,33,5,2,NA,NA,NA,NA,136,25,"1","155","28",25,NA,1,2,NA,"102",NA,NA,"of unvaccinated mpox cases, 25 unknown vaccine status,  (25 historic, 1 PEP, 2 PrEP)","multivariable Beta",95,"VE","1","Y","Smallpox Childhood","N","0.25","-0.71988795518207283","0.82000000000000006","0.75","0.18","3.57",NA,NA,NA,NA,NA,NA,NA,7,25,"23",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39 39 (IQR 33-46) mpox positive, 37 ( 31.0-46) mpox negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","33",46,NA,NA,NA,"204 (99%)",NA,NA,"187 (90.8%), 144 (92.9%) mpox positive, 84.3% mpox negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 ( 34.2%) mpox positive, 13 (25.5%)  mpox negative, 10 unknown in mpox positive, 5 unknown mpox negative,",NA,NA,NA,NA,NA,"of 93 negative mpox cases, 22 not using PrEP, 63 using PrEP, 8 unknown; of 33 HIV negative mpox negative, 9 not using PrEP, 21 using PrEP, 3 unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","36874154","Hens","New Microbes Infection",2023,"Severity","Research Foundation Flanders","none stated","Describe characteristics of mpox cases in Belgian sexual health clinic","case-control","Historic smallpox vaccine, MVA-BN","PEP, vaccination prior to exposure",NA,"Subcutaneous","standardized electronic form","May 23-Sept 20, 2022","Belgium","patients of sexual health clinic seeking care for mpox","positive in-house PCR testing for cases, negative testing for controls","not stated","155",155,NA,NA,NA,40,33,5,2,NA,NA,NA,NA,136,25,"1","155","28",25,NA,1,2,NA,"102",NA,NA,"of unvaccinated mpox cases, 25 unknown vaccine status,  (25 historic, 1 PEP, 2 PrEP)","multivariable Beta",95,"VE","1","Y","1 dose MVA-BN PEP","N","0.81","-0.24242424242424243","0.98","0.19","0.02","1.32",NA,NA,NA,NA,NA,NA,NA,7,25,"23",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39 39 (IQR 33-46) mpox positive, 37 ( 31.0-46) mpox negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","33",46,NA,NA,NA,"204 (99%)",NA,NA,"187 (90.8%), 144 (92.9%) mpox positive, 84.3% mpox negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 ( 34.2%) mpox positive, 13 (25.5%)  mpox negative, 10 unknown in mpox positive, 5 unknown mpox negative,",NA,NA,NA,NA,NA,"of 93 negative mpox cases, 22 not using PrEP, 63 using PrEP, 8 unknown; of 33 HIV negative mpox negative, 9 not using PrEP, 21 using PrEP, 3 unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","36874154","Hens","New Microbes Infection",2023,"Severity","Research Foundation Flanders","none stated","Describe characteristics of mpox cases in Belgian sexual health clinic","case-control","Historic smallpox vaccine, MVA-BN","PEP, vaccination prior to exposure",NA,"Subcutaneous","standardized electronic form","May 23-Sept 20, 2022","Belgium","patients of sexual health clinic seeking care for mpox","positive in-house PCR testing for cases, negative testing for controls","not stated","155",155,NA,NA,NA,40,33,5,2,NA,NA,NA,NA,136,25,"1","155","28",25,NA,1,2,NA,"102",NA,NA,"of unvaccinated mpox cases, 25 unknown vaccine status,  (25 historic, 1 PEP, 2 PrEP)","multivariable Beta",95,"VE","1","Y","1 dose MVA-BN","N","0.87","-0.73333333333333339","1","0.13","0","3.75",NA,NA,NA,NA,NA,NA,NA,7,25,"23",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39 39 (IQR 33-46) mpox positive, 37 ( 31.0-46) mpox negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","33",46,NA,NA,NA,"204 (99%)",NA,NA,"187 (90.8%), 144 (92.9%) mpox positive, 84.3% mpox negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 ( 34.2%) mpox positive, 13 (25.5%)  mpox negative, 10 unknown in mpox positive, 5 unknown mpox negative,",NA,NA,NA,NA,NA,"of 93 negative mpox cases, 22 not using PrEP, 63 using PrEP, 8 unknown; of 33 HIV negative mpox negative, 9 not using PrEP, 21 using PrEP, 3 unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","36787016","Kroger","Infection",2023,"Severity","none","none","evaluate clinical epidemiologic characteristics of mpox in Cologne, Germany","Retrospective cohort","Historic smallpox vaccine, MVA-BN","PEP, vaccination prior to exposure",NA,NA,"detailed structural interview","May 24,2022- Oct 30 2022","Germany","persons with confirmed mpox detected by health department","PCR confirmed positive mpox infection","did not respond to questions or lived outside of Cologne and not followed by the health department","393",368,NA,NA,NA,129,96,19,14,NA,NA,NA,NA,239,NA,"1","368","129",96,NA,19,14,NA,"239",NA,NA,"6 both smallpox and MVA-BN, assumed to be PrEP","OR",95,"VE","NA","Y","Any vaccine hospitalized","N","0.77","-0.46524064171123003","0.97","0.23","0.03","1.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIV status and age",NA,"range 12-80",NA,NA,"41","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean 41, sd 10",NA,NA,NA,NA,NA,"367","33 with childhood smallpox, 19 MVA-BN PEP, 14 with PrEP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143",NA,NA,NA,NA,NA,NA,NA,NA,"368","13",NA,NA,NA,NA,NA,NA,NA
"152","36787016","Kroger","Infection",2023,"Severity","none","none","evaluate clinical epidemiologic characteristics of mpox in Cologne, Germany","Retrospective cohort","Historic smallpox vaccine, MVA-BN","PEP, vaccination prior to exposure",NA,NA,"detailed structural interview","May 24,2022- Oct 30 2022","Germany","persons with confirmed mpox detected by health department","PCR confirmed positive mpox infection","did not respond to questions or lived outside of Cologne and not followed by the health department","393",368,NA,NA,NA,129,96,19,14,NA,NA,NA,NA,239,NA,"1","368","129",96,NA,19,14,NA,"239",NA,NA,"6 both smallpox and MVA-BN, assumed to be PrEP","OR",95,"VE","NA","Y","Any vaccine - Severity Rash gr eq 3 body regions","N","0.57000000000000006","0.40845070422535223","0.74","0.43","0.26","0.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIV status and age",NA,"range 12-80",NA,NA,"41","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean 41, sd 10",NA,NA,NA,NA,NA,"367","33 with childhood smallpox, 19 MVA-BN PEP, 14 with PrEP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143",NA,NA,NA,NA,NA,NA,NA,NA,"368","13",NA,NA,NA,NA,NA,NA,NA
